person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_cred_hist_length,gender,marital_status,education_level,country,state,city,employment_type,loan_term_months,loan_to_income_ratio,other_debt,debt_to_income_ratio,open_accounts,credit_utilization_ratio,past_delinquencies,severe_default_history,vulnerable_borrower,est_monthly_payment,monthly_payment_to_income,stability_index,loan_grade_encoded,cb_person_default_on_file_encoded
25.0,45000,RENT,4.0,MEDICAL,5100,10.0,0,0.11,4,Female,Married,PhD,UK,England,Manchester,Full-time,12,0.1133333333333333,6198.775914239561,0.2510839092053236,15,0.1928189301765064,0,0,0,467.5,0.12466666666666666,16.0,2,0
22.0,60000,MORTGAGE,6.0,MEDICAL,5000,11.83,0,0.08,4,Male,Married,Bachelor,Canada,BC,Vancouver,Part-time,36,0.0833333333333333,7342.652701342063,0.205710878355701,4,0.7770684842741843,0,0,0,155.31944444444446,0.03106388888888889,24.0,2,0
22.0,60000,MORTGAGE,6.0,VENTURE,24250,15.31,0,0.4,2,Male,Single,Bachelor,USA,New York,New York City,Full-time,60,0.4041666666666667,10930.66028879504,0.586344338146584,6,0.9302569853300972,0,1,0,466.0445833333333,0.09320891666666667,12.0,4,1
24.0,53000,RENT,5.0,EDUCATION,5100,7.9,0,0.1,2,Female,Single,Master,UK,England,Manchester,Full-time,60,0.0962264150943396,7369.944660008734,0.2352819747171459,1,0.3807593368326123,3,1,0,91.71499999999999,0.020765660377358486,10.0,1,0
26.0,56000,RENT,1.0,PERSONAL,5100,8.0,0,0.09,4,Female,Married,Master,Canada,BC,Victoria,Self-employed,36,0.0910714285714285,10730.53878783556,0.2826881926399208,10,0.5397213894685069,1,1,0,153.0,0.032785714285714286,4.0,1,0
23.0,60000,MORTGAGE,7.0,VENTURE,2450,11.48,0,0.04,2,Female,Married,High School,UK,England,Manchester,Part-time,36,0.0408333333333333,15335.59744167982,0.2964266240279971,6,0.8891793805094265,0,0,0,75.86833333333334,0.015173666666666669,14.0,2,0
23.0,60000,MORTGAGE,0.0,VENTURE,3000,19.13,0,0.05,2,Male,Single,Bachelor,Canada,Ontario,Toronto,Full-time,60,0.05,12198.09905483381,0.2533016509138968,15,0.6246213122912585,1,1,0,59.565000000000005,0.011913000000000002,0.0,6,0
25.0,33600,RENT,5.0,PERSONAL,5075,5.79,0,0.15,2,Female,Married,High School,USA,Texas,Dallas,Self-employed,24,0.1510416666666666,2790.233088763902,0.2340843181179732,6,0.2581192825681007,2,1,0,223.70177083333337,0.07989348958333335,10.0,1,0
22.0,36000,RENT,4.0,DEBTCONSOLIDATION,5075,10.99,0,0.14,2,Male,Single,Bachelor,UK,Wales,Swansea,Self-employed,36,0.1409722222222222,8611.529384013496,0.3801813717781527,1,0.3344771190578836,1,1,0,156.46506944444445,0.05215502314814815,8.0,2,0
23.0,60000,OWN,0.0,PERSONAL,8000,12.53,0,0.13,2,Male,Single,High School,USA,New York,New York City,Part-time,60,0.1333333333333333,9500.902249669069,0.2916817041611511,6,0.6161282708779182,2,1,0,150.04,0.030008,0.0,2,0
26.0,34000,RENT,8.0,MEDICAL,5050,16.89,1,0.15,4,Male,Single,Bachelor,UK,England,Manchester,Self-employed,60,0.1485294117647058,8263.48008573387,0.391572943698055,3,0.3685596278161566,0,0,0,98.38241666666667,0.03472320588235294,32.0,4,0
25.0,66000,RENT,1.0,HOMEIMPROVEMENT,5050,11.49,0,0.08,2,Female,Single,Master,UK,Wales,Cardiff,Full-time,60,0.0765151515151515,10935.53520632267,0.2422050788836768,1,0.6886142897885791,0,0,0,93.83741666666667,0.017061348484848485,2.0,2,0
24.0,60000,OWN,9.0,MEDICAL,15000,11.83,0,0.25,4,Male,Single,High School,Canada,Quebec,Montreal,Full-time,36,0.25,9193.711563339964,0.4032285260556661,9,0.1733212453008903,0,0,0,465.9583333333333,0.09319166666666666,36.0,2,0
23.0,60000,MORTGAGE,3.0,MEDICAL,4500,7.4,0,0.07,3,Male,Married,Bachelor,Canada,Ontario,Toronto,Full-time,36,0.075,11527.22530041132,0.267120421673522,4,0.4311844657038906,1,1,0,134.25,0.02685,9.0,1,0
22.0,74000,RENT,4.0,PERSONAL,5050,5.42,0,0.07,3,Male,Single,Bachelor,USA,California,Los Angeles,Full-time,60,0.0682432432432432,8532.134109899767,0.1835423528364833,2,0.2766222171797327,1,1,0,88.7285,0.014388405405405404,12.0,1,0
22.0,40000,RENT,2.0,DEBTCONSOLIDATION,5025,13.43,0,0.13,2,Male,Single,Bachelor,UK,Scotland,Glasgow,Full-time,36,0.125625,6656.649638345478,0.2920412409586369,14,0.0621321403643377,1,1,0,158.329375,0.047498812499999994,4.0,3,0
21.0,10000,RENT,0.0,PERSONAL,5000,12.17,1,0.5,2,Male,Divorced,High School,Canada,BC,Vancouver,Full-time,36,0.5,2181.827371271848,0.7181827371271847,1,0.2995365773136447,0,1,1,155.79166666666666,0.18694999999999998,0.0,4,1
22.0,60000,MORTGAGE,3.0,MEDICAL,2000,7.4,0,0.03,2,Male,Single,Master,USA,California,Los Angeles,Unemployed,36,0.0333333333333333,7294.856457872044,0.1549142742978674,9,0.8312604171692443,0,0,0,59.666666666666664,0.011933333333333332,6.0,1,0
24.0,10668,RENT,0.0,HOMEIMPROVEMENT,5000,7.88,1,0.47,3,Male,Single,High School,Canada,BC,Victoria,Self-employed,60,0.4686914135733033,2333.108201420775,0.6873929697619774,9,0.3576997253588767,0,0,1,89.9,0.10112485939257593,0.0,1,0
24.0,10800,RENT,8.0,VENTURE,5000,7.88,1,0.46,2,Female,Married,PhD,UK,Wales,Swansea,Full-time,36,0.4629629629629629,1522.815763779156,0.6039644225721441,9,0.3333987457085614,0,0,1,149.83333333333334,0.16648148148148148,16.0,1,0
23.0,60000,MORTGAGE,0.0,MEDICAL,5000,7.49,0,0.08,2,Female,Married,Master,Canada,BC,Vancouver,Full-time,36,0.0833333333333333,6042.904681384497,0.1840484113564083,12,0.870945473796736,0,0,0,149.29166666666666,0.02985833333333333,0.0,1,0
21.0,12000,RENT,5.0,VENTURE,5000,11.49,1,0.42,2,Female,Single,Bachelor,UK,Scotland,Edinburgh,Part-time,24,0.4166666666666667,1152.772454817798,0.5127310379014831,12,0.2932580443984285,0,0,1,232.27083333333334,0.23227083333333334,10.0,2,0
26.0,12000,RENT,4.0,VENTURE,5000,6.92,1,0.42,4,Female,Single,High School,Canada,Ontario,Ottawa,Part-time,24,0.4166666666666667,2031.842749891752,0.5859868958243126,2,0.1315050363370323,2,1,1,222.75,0.22275,16.0,1,0
21.0,12360,RENT,4.0,VENTURE,5000,10.75,1,0.4,4,Male,Married,High School,USA,California,Los Angeles,Part-time,60,0.4045307443365696,2860.036295274932,0.6359252666080043,15,0.568775677168012,0,0,1,92.29166666666667,0.08960355987055017,16.0,2,0
23.0,60000,MORTGAGE,7.0,EDUCATION,20000,12.18,0,0.33,4,Male,Widowed,Master,UK,Scotland,Glasgow,Full-time,60,0.3333333333333333,5201.698787254018,0.4200283131209003,6,0.7267440179332777,0,0,0,373.9333333333333,0.07478666666666665,28.0,2,0
24.0,13000,RENT,0.0,DEBTCONSOLIDATION,5000,8.0,1,0.38,2,Female,Single,High School,USA,New York,Buffalo,Unemployed,36,0.3846153846153846,1172.67995351673,0.4748215348859023,3,0.0711582901574168,0,0,1,150.0,0.13846153846153847,0.0,1,0
23.0,60000,MORTGAGE,7.0,PERSONAL,2000,14.26,0,0.03,3,Male,Divorced,High School,Canada,Quebec,Montreal,Self-employed,60,0.0333333333333333,5573.900968538896,0.1262316828089816,10,0.240729601432985,0,1,0,38.08666666666667,0.0076173333333333345,21.0,3,1
21.0,14400,RENT,3.0,VENTURE,5000,13.72,1,0.35,4,Female,Married,High School,Canada,BC,Vancouver,Full-time,60,0.3472222222222222,3206.398592163826,0.569888791122488,11,0.101294535178215,1,1,1,94.76666666666667,0.07897222222222222,12.0,3,0
23.0,14400,RENT,2.0,VENTURE,5000,6.91,1,0.35,3,Female,Widowed,Bachelor,USA,Texas,Dallas,Full-time,36,0.3472222222222222,2468.569399871657,0.518650652768865,9,0.4487035799657946,0,0,1,148.48611111111111,0.12373842592592593,6.0,1,0
26.0,60000,MORTGAGE,10.0,PERSONAL,1200,7.4,0,0.02,4,Female,Single,Master,USA,New York,New York City,Unemployed,36,0.02,10316.03877476453,0.1919339795794088,2,0.770508569970553,1,1,0,35.800000000000004,0.0071600000000000006,40.0,1,0
25.0,60000,OWN,3.0,PERSONAL,16000,13.57,0,0.27,4,Male,Single,High School,USA,California,Los Angeles,Part-time,60,0.2666666666666666,4493.977150997069,0.3415662858499511,15,0.5694777094967626,2,1,0,302.8533333333333,0.06057066666666666,12.0,3,1
22.0,15000,RENT,0.0,VENTURE,5000,15.31,1,0.33,4,Female,Married,High School,Canada,BC,Victoria,Unemployed,12,0.3333333333333333,3742.354610648949,0.5828236407099299,2,0.3563421740596295,1,1,1,480.4583333333333,0.38436666666666663,0.0,4,1
25.0,60000,MORTGAGE,9.0,PERSONAL,10200,13.92,0,0.17,4,Female,Single,High School,UK,Scotland,Glasgow,Full-time,36,0.17,12808.05899731674,0.3834676499552791,7,0.4215899797130508,1,1,0,322.7733333333333,0.06455466666666666,36.0,3,1
23.0,60000,OWN,4.0,VENTURE,10000,13.22,0,0.17,4,Male,Married,Bachelor,Canada,BC,Vancouver,Full-time,24,0.1666666666666666,3091.257729065581,0.2181876288177597,14,0.7379079584818059,1,1,0,471.75000000000006,0.09435000000000002,16.0,3,0
24.0,60000,MORTGAGE,3.0,VENTURE,4000,12.18,0,0.07,2,Male,Single,High School,Canada,BC,Victoria,Part-time,12,0.0666666666666666,13044.02289753564,0.2840670482922606,7,0.3950822256306681,0,0,0,373.93333333333334,0.07478666666666667,6.0,2,0
22.0,54000,MORTGAGE,1.0,HOMEIMPROVEMENT,10000,14.61,1,0.19,4,Female,Widowed,PhD,Canada,BC,Vancouver,Full-time,24,0.1851851851851851,10884.87981020828,0.3867570335223756,4,0.7441120511285589,0,1,0,477.54166666666674,0.10612037037037039,4.0,4,1
26.0,15600,RENT,5.0,DEBTCONSOLIDATION,5000,5.99,1,0.32,3,Female,Married,High School,USA,Texas,Dallas,Full-time,36,0.3205128205128205,2635.140826377845,0.48943210425499,2,0.9323165829191612,0,0,1,147.20833333333334,0.1132371794871795,15.0,1,0
22.0,54000,MORTGAGE,3.0,DEBTCONSOLIDATION,22750,15.31,1,0.42,2,Male,Single,Bachelor,USA,California,Los Angeles,Part-time,60,0.4212962962962963,15101.33906841601,0.7009507234891854,8,0.2212714131056755,0,1,0,437.21708333333333,0.09715935185185186,6.0,4,1
22.0,60000,MORTGAGE,6.0,EDUCATION,5000,14.61,0,0.08,3,Male,Widowed,High School,USA,New York,New York City,Full-time,24,0.0833333333333333,12531.3891756089,0.2921898195934818,13,0.7668834963626648,1,1,0,238.77083333333337,0.047754166666666674,18.0,4,1
22.0,60000,OTHER,6.0,VENTURE,8000,16.0,0,0.13,2,Male,Divorced,High School,USA,California,Los Angeles,Part-time,12,0.1333333333333333,13780.77430458992,0.3630129050764986,11,0.4492614566109946,0,0,0,773.3333333333334,0.15466666666666667,12.0,4,0
25.0,15600,RENT,6.0,MEDICAL,5000,10.75,1,0.32,3,Female,Single,High School,UK,England,Manchester,Part-time,60,0.3205128205128205,2547.682677230601,0.4838258126429872,11,0.5425867366228906,0,0,1,92.29166666666667,0.07099358974358974,18.0,2,0
23.0,60000,MORTGAGE,6.0,PERSONAL,3350,7.49,0,0.06,4,Male,Single,Master,Canada,Ontario,Ottawa,Full-time,24,0.0558333333333333,3242.899072596086,0.1098816512099347,1,0.3517837769163559,2,1,0,150.038125,0.030007625000000003,24.0,1,0
23.0,60000,MORTGAGE,7.0,PERSONAL,9500,12.53,0,0.16,2,Male,Single,High School,Canada,Ontario,Ottawa,Self-employed,60,0.1583333333333333,15344.80938537748,0.4140801564229581,11,0.1583309821229857,0,0,0,178.1725,0.0356345,14.0,2,0
26.0,16120,RENT,2.0,PERSONAL,5000,11.58,1,0.31,3,Female,Single,High School,UK,Scotland,Glasgow,Full-time,12,0.3101736972704714,3122.747976347016,0.5038925543639589,10,0.1155085434190472,0,0,1,464.9166666666666,0.346091811414392,6.0,2,0
26.0,60000,MORTGAGE,10.0,DEBTCONSOLIDATION,6000,8.94,0,0.1,4,Male,Married,High School,USA,California,San Francisco,Full-time,12,0.1,10449.03892772543,0.2741506487954238,15,0.4493536326348968,0,0,0,544.6999999999999,0.10893999999999998,40.0,1,0
22.0,16320,RENT,0.0,DEBTCONSOLIDATION,5000,12.53,1,0.31,2,Female,Single,High School,UK,Scotland,Glasgow,Part-time,12,0.3063725490196078,1078.717821873856,0.3724704547716824,15,0.7599710734500106,0,0,0,468.875,0.34476102941176473,0.0,2,0
24.0,60000,MORTGAGE,0.0,EDUCATION,8000,15.65,0,0.13,3,Female,Single,Bachelor,UK,Scotland,Edinburgh,Self-employed,60,0.1333333333333333,15732.14859627977,0.3955358099379961,14,0.5233272187292635,0,0,0,154.2,0.03084,0.0,4,0
24.0,60000,MORTGAGE,6.0,HOMEIMPROVEMENT,14000,8.94,0,0.23,2,Female,Single,Master,USA,New York,New York City,Full-time,24,0.2333333333333333,11290.50891979756,0.421508481996626,4,0.3847992240565672,0,0,0,635.4833333333332,0.12709666666666664,12.0,1,0
26.0,60000,MORTGAGE,5.0,EDUCATION,6000,11.83,0,0.1,2,Male,Single,High School,UK,England,London,Full-time,36,0.1,11261.82709590923,0.2876971182651539,15,0.7185408635922049,2,1,0,186.38333333333333,0.037276666666666666,10.0,2,0
26.0,16800,RENT,0.0,EDUCATION,5000,10.99,1,0.3,4,Female,Single,High School,USA,Texas,Dallas,Full-time,36,0.2976190476190476,2585.695207407015,0.4515294766313699,4,0.105740438313044,0,0,1,154.1527777777778,0.110109126984127,0.0,2,0
24.0,16800,RENT,1.0,EDUCATION,5000,14.22,1,0.3,4,Female,Married,High School,UK,England,London,Self-employed,60,0.2976190476190476,5005.166369181297,0.5955456172131725,11,0.1265406635422787,2,1,1,95.18333333333332,0.06798809523809524,4.0,3,1
22.0,54000,MORTGAGE,0.0,EDUCATION,4000,11.14,1,0.07,3,Female,Married,PhD,Canada,Ontario,Ottawa,Full-time,36,0.074074074074074,14481.9188338636,0.3422577561826593,8,0.6078813576401083,1,1,0,123.48888888888888,0.027441975308641973,0.0,2,0
25.0,54000,MORTGAGE,9.0,DEBTCONSOLIDATION,12000,12.53,1,0.22,4,Female,Divorced,Bachelor,Canada,Ontario,Toronto,Full-time,60,0.2222222222222222,13511.3270459133,0.4724319823317277,3,0.2904814745401388,0,0,0,225.06,0.05001333333333333,36.0,2,0
23.0,17004,RENT,3.0,MEDICAL,5000,6.54,1,0.29,2,Female,Divorced,Bachelor,UK,Wales,Swansea,Full-time,24,0.2940484591860738,4235.54980139325,0.5431398377671871,11,0.4141052129594182,1,1,1,221.9583333333333,0.1566396142084215,6.0,1,0
21.0,17220,RENT,4.0,DEBTCONSOLIDATION,5000,10.37,1,0.29,3,Male,Divorced,High School,Canada,Ontario,Ottawa,Full-time,24,0.2903600464576074,1048.291231782092,0.3512364246098776,3,0.4720466717951473,0,0,0,229.93749999999997,0.16023519163763064,12.0,2,0
25.0,60000,OTHER,3.0,DEBTCONSOLIDATION,5000,11.14,0,0.08,3,Female,Married,Bachelor,Canada,BC,Victoria,Self-employed,36,0.0833333333333333,15221.27003907788,0.3370211673179647,13,0.428465496092869,0,0,0,154.36111111111111,0.030872222222222225,9.0,2,0
22.0,17720,RENT,6.0,HOMEIMPROVEMENT,5000,9.62,1,0.28,4,Female,Single,High School,UK,England,Manchester,Self-employed,60,0.2821670428893905,4362.833519082342,0.5283766094290261,10,0.5236065132270353,0,0,1,91.35,0.061862302483069974,24.0,2,0
22.0,60000,MORTGAGE,6.0,PERSONAL,12900,11.14,0,0.21,4,Female,Single,High School,Canada,BC,Vancouver,Unemployed,36,0.215,12347.2668259732,0.4207877804328868,3,0.7265806565170421,1,1,0,398.25166666666667,0.07965033333333334,24.0,2,0
23.0,18000,RENT,0.0,EDUCATION,5000,8.59,1,0.28,4,Male,Single,Bachelor,Canada,BC,Vancouver,Full-time,36,0.2777777777777778,3933.818198793253,0.4963232332662918,8,0.8464087657398769,3,1,1,150.81944444444446,0.1005462962962963,0.0,1,0
21.0,18492,RENT,0.0,EDUCATION,5000,12.92,1,0.27,3,Male,Divorced,Master,Canada,Ontario,Toronto,Full-time,36,0.2703871944624703,2484.981024349313,0.4047686039557275,6,0.8051987089181089,0,1,1,156.83333333333334,0.10177373999567381,0.0,4,1
23.0,60000,MORTGAGE,1.0,MEDICAL,13200,13.16,0,0.22,2,Male,Single,High School,USA,Texas,Houston,Full-time,36,0.22,5384.721000314439,0.3097453500052406,3,0.1883738034263964,0,1,0,414.91999999999996,0.08298399999999999,2.0,3,1
23.0,18720,RENT,4.0,DEBTCONSOLIDATION,5000,16.32,1,0.27,3,Female,Divorced,Bachelor,Canada,BC,Victoria,Unemployed,36,0.2670940170940171,1658.175903838578,0.3556717897349667,8,0.8669108130432206,2,1,0,161.55555555555554,0.10356125356125355,12.0,4,1
21.0,19140,RENT,4.0,VENTURE,5000,8.49,1,0.26,4,Female,Married,Bachelor,USA,California,Los Angeles,Self-employed,60,0.2612330198537095,5351.866800347637,0.5408498850756341,8,0.0523302157799733,0,0,1,90.40833333333333,0.05668234064785789,16.0,1,0
25.0,60000,MORTGAGE,2.0,PERSONAL,1800,12.21,0,0.03,2,Female,Married,High School,USA,Texas,Houston,Full-time,60,0.03,6740.862527453754,0.1423477087908959,5,0.5664015480236457,0,0,0,33.663000000000004,0.006732600000000001,4.0,2,0
25.0,19200,RENT,3.0,VENTURE,5000,10.99,1,0.26,3,Female,Single,High School,UK,Scotland,Edinburgh,Full-time,24,0.2604166666666667,3416.336750651219,0.4383508724297509,2,0.3073228425055489,1,1,1,231.2291666666667,0.1445182291666667,9.0,2,0
22.0,60000,MORTGAGE,5.0,VENTURE,20000,12.21,0,0.33,3,Female,Single,High School,UK,England,London,Full-time,60,0.3333333333333333,13941.46818498163,0.5656911364163606,7,0.254952065189816,0,0,0,374.0333333333334,0.07480666666666669,15.0,2,0
24.0,19200,RENT,2.0,DEBTCONSOLIDATION,5000,10.99,1,0.26,3,Male,Single,High School,Canada,BC,Vancouver,Part-time,24,0.2604166666666667,2756.984035274544,0.4040095851705492,7,0.1640445757211182,0,0,1,231.2291666666667,0.1445182291666667,6.0,2,0
25.0,19200,RENT,0.0,HOMEIMPROVEMENT,5000,9.62,1,0.26,2,Female,Single,High School,UK,Scotland,Glasgow,Full-time,36,0.2604166666666667,2003.951549867436,0.3647891432222623,2,0.4021584785663637,0,0,0,152.25,0.09515625,0.0,2,0
22.0,60000,MORTGAGE,7.0,EDUCATION,10000,15.31,0,0.17,3,Female,Single,Bachelor,UK,Wales,Swansea,Self-employed,36,0.1666666666666666,10418.90574331574,0.340315095721929,7,0.4792106884440462,1,1,0,320.30555555555554,0.06406111111111111,21.0,4,0
25.0,19800,RENT,0.0,DEBTCONSOLIDATION,5000,13.49,1,0.25,4,Male,Married,Master,Canada,BC,Vancouver,Full-time,60,0.2525252525252525,4527.020088359161,0.4811626307252101,2,0.1827328458122114,0,1,1,94.575,0.05731818181818182,0.0,3,1
23.0,60000,MORTGAGE,6.0,EDUCATION,11500,11.26,0,0.19,2,Female,Single,High School,UK,Wales,Cardiff,Full-time,60,0.1916666666666666,3183.844166829952,0.2447307361138325,1,0.174966224259852,1,1,0,213.24833333333333,0.04264966666666667,12.0,2,0
21.0,19968,RENT,4.0,MEDICAL,5000,13.48,1,0.25,3,Male,Single,PhD,UK,Scotland,Glasgow,Part-time,24,0.250400641025641,5049.224143682626,0.5032664334776956,7,0.2094576974408172,0,0,1,236.41666666666666,0.1420773237179487,12.0,3,0
24.0,60000,MORTGAGE,8.0,PERSONAL,10000,14.42,0,0.17,4,Female,Married,Bachelor,Canada,BC,Victoria,Part-time,36,0.1666666666666666,4190.804373718556,0.2365134062286426,3,0.5187621838171846,1,1,0,317.83333333333337,0.06356666666666667,32.0,4,0
24.0,60000,MORTGAGE,7.0,PERSONAL,10000,9.63,0,0.17,2,Male,Single,Bachelor,Canada,BC,Vancouver,Full-time,36,0.1666666666666666,7626.317030799152,0.2937719505133192,3,0.334406195027192,1,1,0,304.52777777777777,0.06090555555555555,14.0,1,0
24.0,60000,MORTGAGE,8.0,VENTURE,2800,9.32,0,0.05,4,Male,Married,Bachelor,UK,Scotland,Glasgow,Part-time,36,0.0466666666666666,7018.098973563931,0.1636349828927321,10,0.5365360905323467,1,1,0,85.02666666666667,0.017005333333333334,32.0,1,0
25.0,60000,OWN,9.0,HOMEIMPROVEMENT,3000,13.79,0,0.05,2,Female,Single,High School,UK,Wales,Swansea,Part-time,24,0.05,4926.491521316033,0.1321081920219338,3,0.9468094928144968,0,1,0,142.23749999999998,0.028447499999999997,18.0,3,1
22.0,60000,MORTGAGE,6.0,MEDICAL,9000,13.79,0,0.15,2,Female,Single,High School,USA,California,Los Angeles,Full-time,12,0.15,14162.00665840926,0.386033444306821,15,0.0812853074707397,0,1,0,853.4249999999998,0.17068499999999998,12.0,3,1
22.0,20000,RENT,2.0,DEBTCONSOLIDATION,5000,11.86,0,0.25,4,Female,Married,High School,USA,New York,New York City,Part-time,36,0.25,2759.05682692206,0.387952841346103,12,0.2556196710066573,2,1,0,155.36111111111111,0.09321666666666667,8.0,2,0
21.0,20000,RENT,2.0,DEBTCONSOLIDATION,5000,10.39,0,0.25,2,Male,Single,High School,USA,California,San Francisco,Full-time,24,0.25,3148.213413375622,0.4074106706687811,15,0.9154918664294028,2,1,1,229.9791666666667,0.1379875,4.0,2,0
24.0,54000,MORTGAGE,8.0,VENTURE,1500,14.42,1,0.03,2,Female,Widowed,Bachelor,USA,California,San Francisco,Full-time,36,0.0277777777777777,11704.68008096493,0.2445311126104617,2,0.9375279140402758,1,1,0,47.675000000000004,0.010594444444444445,16.0,4,1
22.0,60000,MORTGAGE,4.0,EDUCATION,16750,12.53,0,0.28,2,Male,Single,Bachelor,USA,New York,New York City,Full-time,24,0.2791666666666667,12649.96447656464,0.4899994079427439,8,0.6992539591141328,0,0,0,785.3656249999999,0.15707312499999998,8.0,3,0
22.0,60000,MORTGAGE,3.0,VENTURE,10000,8.0,0,0.17,4,Female,Single,Bachelor,USA,California,Los Angeles,Full-time,24,0.1666666666666666,3194.052532535199,0.2199008755422533,10,0.0932703063671802,0,0,0,450.0,0.09,12.0,1,0
22.0,20400,RENT,4.0,PERSONAL,5000,12.42,0,0.25,2,Male,Single,Bachelor,USA,New York,New York City,Full-time,24,0.2450980392156862,3205.460696906697,0.402228465534642,4,0.6264302739689113,1,1,1,234.20833333333334,0.13776960784313727,8.0,2,0
21.0,21000,RENT,5.0,MEDICAL,5000,20.89,1,0.24,2,Female,Single,High School,Canada,BC,Victoria,Full-time,36,0.238095238095238,6171.95150052643,0.5319976905012586,8,0.6814589614363081,1,1,1,167.90277777777777,0.09594444444444444,10.0,6,0
25.0,60000,MORTGAGE,8.0,EDUCATION,8000,13.48,0,0.13,3,Female,Married,Master,USA,Texas,Dallas,Full-time,60,0.1333333333333333,10206.95065329151,0.3034491775548585,7,0.355367594997744,0,0,0,151.30666666666667,0.030261333333333335,24.0,3,0
24.0,54000,MORTGAGE,9.0,MEDICAL,10000,9.63,1,0.19,2,Male,Divorced,High School,USA,Texas,Houston,Part-time,24,0.1851851851851851,10949.63789330154,0.3879562572833618,5,0.9438438317452283,1,1,0,456.7916666666667,0.10150925925925926,18.0,1,0
26.0,21000,RENT,3.0,PERSONAL,5000,6.99,0,0.24,3,Male,Widowed,Master,Canada,Ontario,Toronto,Full-time,24,0.238095238095238,5065.463149191459,0.4793077690091171,13,0.8124899865479754,0,0,1,222.89583333333334,0.12736904761904763,9.0,1,0
21.0,21000,RENT,2.0,VENTURE,5000,6.91,0,0.24,4,Female,Single,Bachelor,Canada,Quebec,Montreal,Full-time,60,0.238095238095238,3138.175876638225,0.3875321846018202,10,0.7169426149433367,0,0,0,89.09166666666667,0.05090952380952381,8.0,1,0
23.0,54000,OTHER,7.0,HOMEIMPROVEMENT,16000,16.32,1,0.3,3,Male,Married,High School,Canada,BC,Vancouver,Part-time,36,0.2962962962962963,9761.318466256238,0.4770614530788192,1,0.5523629705596966,0,0,0,516.9777777777778,0.11488395061728394,21.0,5,0
24.0,21000,RENT,0.0,DEBTCONSOLIDATION,5000,8.63,0,0.24,2,Female,Widowed,High School,USA,New York,New York City,Full-time,60,0.238095238095238,4265.331035308558,0.441206239776598,2,0.4493898167554092,2,1,1,90.525,0.05172857142857143,0.0,1,0
24.0,21120,RENT,3.0,PERSONAL,5000,11.71,1,0.24,2,Male,Single,Bachelor,UK,Scotland,Edinburgh,Part-time,60,0.2367424242424242,4344.311791269587,0.4424390052684464,14,0.765928253571429,0,0,1,93.09166666666667,0.052892992424242426,6.0,2,0
25.0,21600,RENT,0.0,VENTURE,5000,17.58,1,0.23,3,Female,Married,High School,UK,Scotland,Glasgow,Full-time,36,0.2314814814814814,4380.223013289569,0.4342695839485911,7,0.5201613986768475,1,1,1,163.30555555555554,0.0907253086419753,0.0,4,1
24.0,60000,MORTGAGE,0.0,PERSONAL,15000,11.89,0,0.25,2,Male,Single,High School,Canada,BC,Victoria,Part-time,36,0.25,15132.988423723,0.5022164737287168,11,0.5110437568754427,0,0,0,466.2083333333333,0.09324166666666667,0.0,2,0
26.0,21600,RENT,0.0,DEBTCONSOLIDATION,5000,9.99,0,0.23,4,Male,Divorced,Bachelor,UK,Scotland,Glasgow,Self-employed,12,0.2314814814814814,5423.379771216406,0.4825638782970557,11,0.4974455850949679,0,0,1,458.29166666666674,0.2546064814814815,0.0,2,0
25.0,60000,MORTGAGE,2.0,PERSONAL,10000,12.21,0,0.17,3,Male,Single,PhD,Canada,BC,Vancouver,Self-employed,36,0.1666666666666666,17706.43560764347,0.4617739267940578,15,0.5080376965080098,0,0,0,311.6944444444445,0.0623388888888889,6.0,2,0
23.0,21600,RENT,5.0,PERSONAL,5000,13.06,1,0.23,4,Female,Single,Bachelor,UK,Scotland,Glasgow,Full-time,12,0.2314814814814814,5292.858086837906,0.4765212077239771,2,0.5861244925066844,0,1,1,471.0833333333333,0.2617129629629629,20.0,3,1
24.0,21648,RENT,8.0,EDUCATION,5000,6.99,0,0.23,3,Female,Married,High School,USA,California,San Francisco,Part-time,36,0.2309682187730968,5731.974124807346,0.4957489895051434,10,0.7140148042083335,2,1,1,148.59722222222223,0.0823709657551121,24.0,1,0
26.0,54000,MORTGAGE,2.0,DEBTCONSOLIDATION,8000,11.89,1,0.15,2,Female,Married,High School,USA,New York,Buffalo,Part-time,60,0.1481481481481481,4304.813863892914,0.2278669234054243,14,0.2322098584151168,1,1,0,149.18666666666667,0.033152592592592595,4.0,2,0
22.0,60000,MORTGAGE,4.0,PERSONAL,3000,13.16,0,0.05,2,Male,Married,Master,USA,California,Los Angeles,Full-time,60,0.05,16786.43803168782,0.329773967194797,2,0.9396064709411882,1,1,0,56.58,0.011316,8.0,3,0
23.0,60000,MORTGAGE,0.0,PERSONAL,10000,11.26,0,0.17,3,Female,Single,High School,Canada,Quebec,Montreal,Full-time,24,0.1666666666666666,10632.49549945776,0.3438749249909627,15,0.2072244201666867,0,0,0,463.5833333333333,0.09271666666666667,0.0,2,0
21.0,22000,RENT,5.0,PERSONAL,5000,15.7,0,0.23,3,Male,Married,High School,UK,Scotland,Glasgow,Part-time,36,0.2272727272727272,4913.418410377378,0.4506099277444262,3,0.8507863832942776,1,1,1,160.69444444444446,0.08765151515151516,15.0,4,1
