person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,cb_person_cred_hist_length,loan_term_months,other_debt,open_accounts,past_delinquencies,loan_percent_income,loan_to_income_ratio,debt_to_income_ratio,credit_utilization_ratio,severe_default_history,vulnerable_borrower,monthly_payment_to_income,log_person_income,log_loan_amnt,log_other_debt,cb_person_default_on_file,gender,loan_grade_enc,education_level_enc,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,marital_status_Married,marital_status_Single,marital_status_Widowed,country_UK,country_USA,employment_type_Part-time,employment_type_Self-employed,employment_type_Unemployed,loan_status
22.0,47000,6.0,24000,10.37,4,60,8215.690104896155,2,0,0.51,0.5106382978723404,0.6854402149977905,0.3283811076065306,0,0,0.11271829787234042,10.757924157061597,10.085850775128717,9.013922743321517,0,0,2,3,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,1
26.0,28000,8.0,6625,12.92,2,60,5658.06325347386,8,1,0.24,0.2366071428571428,0.4386808304812092,0.8465653610093348,1,1,0.05343535714285714,10.239995502805316,8.798756582859841,8.641013654580297,0,1,4,4,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,0
24.0,53000,8.0,6850,6.92,2,36,15489.77276527344,2,0,0.13,0.1292452830188679,0.4215051465145932,0.7440466593258096,0,0,0.04606301886792452,10.87806606028079,8.832149906002899,9.647999820176455,0,0,1,1,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,0
22.0,53000,6.0,5000,5.42,3,24,4408.806666729244,2,0,0.09,0.0943396226415094,0.177524654089231,0.277410542049362,0,0,0.04972641509433962,10.87806606028079,8.517393171418904,8.391586127735966,0,1,1,2,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,0
24.0,50000,3.0,6625,11.22,2,36,13654.64041288949,8,2,0.13,0.1325,0.4055928082577897,0.7711085885839774,1,1,0.04912216666666667,10.819798284210286,8.798756582859841,9.521907932323948,0,0,3,2,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,0
24.0,53000,8.0,10000,14.91,4,60,12975.85333578439,12,1,0.19,0.1886792452830188,0.433506666712913,0.7868516208915245,1,0,0.043362264150943394,10.87806606028079,9.210440366976517,9.47092253681503,0,0,4,1,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,0
24.0,57100,3.0,6625,11.22,4,36,13293.25190760474,13,0,0.12,0.1160245183887915,0.3488310316568255,0.9335308826628452,1,0,0.043014156450671345,10.9525769086256,8.798756582859841,9.495087033391814,1,1,3,1,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,0
25.0,34000,0.0,6650,8.9,3,36,5613.303581972774,1,0,0.2,0.1955882352941176,0.3606853994697874,0.6746904874011833,0,0,0.0709985294117647,10.434145214930487,8.802522498284421,8.633072831336655,0,1,1,1,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,0
24.0,56000,2.0,6650,12.69,2,36,15192.33083481723,3,1,0.12,0.11875,0.3900416220503077,0.8434836776964094,1,0,0.04460645833333333,10.933124826700707,8.802522498284421,9.628611849683367,0,1,2,2,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,0
21.0,53000,5.0,18000,13.8,3,12,10414.96452589976,12,1,0.34,0.3396226415094339,0.536131406149052,0.9137574199486472,1,0,0.38649056603773585,10.87806606028079,9.798182590890704,9.251094958710961,1,1,3,2,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,0
22.0,72321,6.0,6650,10.99,4,36,15993.6623889799,14,0,0.09,0.0919511621797265,0.3130994094243705,0.1538278677672043,0,0,0.034018864967759486,11.188883649550926,8.802522498284421,9.680010344876074,0,0,2,2,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,0
22.0,12000,0.0,6700,7.66,4,12,2963.597071352739,8,0,0.56,0.5583333333333333,0.8052997559460615,0.5845790908991524,0,1,0.6011016666666666,9.392745258631441,8.81001204797317,7.99449640720662,0,1,1,2,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True,False,1
21.0,21600,4.0,6700,6.92,4,60,6199.799980707981,12,0,0.31,0.3101851851851852,0.597212962069814,0.6399856313095879,0,1,0.06633,9.980494888896912,8.81001204797317,8.732433591856088,0,1,1,1,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,1
23.0,24996,0.0,6700,13.8,3,60,3256.29903687416,14,0,0.27,0.2680428868618979,0.398315691985684,0.2252101843777301,1,0,0.061006561049767954,10.126511096649761,8.81001204797317,8.088653614655163,1,1,3,2,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,0
22.0,53000,4.0,6600,14.46,4,36,12296.14980443412,2,0,0.12,0.1245283018867924,0.3565311283855494,0.6345899649147405,1,0,0.04751169811320755,10.87806606028079,8.79497643168877,9.417122791291797,1,1,4,1,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,0
26.0,53000,1.0,8000,7.49,2,36,5133.113888052087,13,0,0.15,0.1509433962264151,0.2477946016613601,0.9429463644382746,0,0,0.05408301886792452,10.87806606028079,8.987321812850125,8.543662544288294,0,0,1,2,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,0
22.0,27600,0.0,6700,15.31,3,60,6005.334079739247,4,0,0.24,0.2427536231884058,0.4603381912949002,0.2170914670126592,0,1,0.05598384057971015,10.225607282932941,8.81001204797317,8.700569871328508,0,1,4,1,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,1
22.0,36050,2.0,6700,14.11,4,36,9551.07316439944,10,1,0.19,0.1858529819694868,0.4507925981802896,0.1412028176376928,1,1,0.0706922792417938,10.492689881579409,8.81001204797317,9.164513495192605,1,0,4,1,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,1
22.0,53000,6.0,8000,16.82,4,36,6934.640810960357,6,0,0.15,0.1509433962264151,0.2817856756784973,0.5047599052480174,0,0,0.05877735849056604,10.87806606028079,8.987321812850125,8.844428730925706,0,1,5,3,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,0
22.0,48000,3.0,6700,11.99,3,36,8098.182810878212,7,0,0.14,0.1395833333333333,0.3082954752266294,0.5797139890785208,0,0,0.05210645833333333,10.778977123006351,8.81001204797317,8.999518448025139,0,1,2,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,0
22.0,72204,2.0,6700,13.47,3,36,10925.84875100448,13,1,0.09,0.0927926430668661,0.2441118047615711,0.8899317368785343,1,0,0.035097270695990994,11.187264574560665,8.81001204797317,9.29897822770726,0,0,3,3,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,0
26.0,53000,9.0,8000,7.88,2,60,3792.456015539561,15,1,0.15,0.1509433962264151,0.22249917010452,0.1427198312195748,1,0,0.03256754716981132,10.87806606028079,8.987321812850125,8.241032760019877,0,0,1,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
23.0,85000,5.0,6700,15.23,2,36,7831.098333484339,11,2,0.08,0.0788235294117647,0.1709540980409922,0.3001560976290842,1,0,0.03027611764705882,11.350418300109132,8.81001204797317,8.965985739479375,1,1,3,2,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,0
23.0,47000,7.0,16000,14.35,3,36,5952.716219244336,10,1,0.34,0.3404255319148936,0.4670790684945603,0.4320571693674302,1,0,0.12975886524822697,10.757924157061597,9.680406499268875,8.69177087823701,1,0,3,3,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,1
22.0,53000,6.0,7750,7.14,4,60,10953.24303345026,8,0,0.15,0.1462264150943396,0.3528913779896275,0.2711776231891847,0,0,0.03133339622641509,10.87806606028079,8.955577146281511,9.301482151828443,0,0,1,2,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0
21.0,53000,5.0,14400,11.36,3,36,13984.27780425322,8,0,0.27,0.2716981132075471,0.5355524114010042,0.265698315735373,0,0,0.1008543396226415,10.87806606028079,9.575052927597383,9.545760469883042,0,1,2,2,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,0
22.0,53000,4.0,8000,16.07,4,24,10511.72653716373,14,1,0.15,0.1509433962264151,0.3492778591917684,0.6841354878122322,1,0,0.0876,10.87806606028079,8.987321812850125,9.26034185336305,1,1,4,1,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,0
23.0,70000,8.0,6725,6.62,2,36,5356.431225985101,1,1,0.1,0.0960714285714285,0.17259187465693,0.2676056985849855,1,0,0.03414378571428572,11.156264806643742,8.813735892300215,8.58623989030502,0,0,1,3,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0
26.0,41000,4.0,6750,5.99,3,24,6070.101307941503,6,0,0.16,0.1646341463414634,0.3126853977546708,0.5412746269204206,0,0,0.08724786585365854,10.62135173563291,8.81744592104187,8.711295302183018,0,0,1,1,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,0
25.0,42000,2.0,6750,17.27,2,36,7864.781060396923,4,0,0.16,0.1607142857142857,0.3479709776284981,0.7952684679537672,0,0,0.06282321428571429,10.645448706505872,8.81744592104187,8.97027711894013,0,0,4,1,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,1
25.0,75000,9.0,6775,7.9,4,36,17932.78456229866,7,0,0.09,0.0903333333333333,0.3294371274973154,0.1629051897838188,0,0,0.03248988888888889,11.225256725762893,8.821142236331891,9.794441618631689,0,1,1,2,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,0
26.0,53000,8.0,16000,10.25,2,24,14482.82838918337,5,2,0.3,0.3018867924528302,0.57514770545629,0.6925759668316787,1,0,0.16641509433962262,10.87806606028079,9.680406499268875,9.580788022512618,0,1,2,2,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,0
24.0,53000,3.0,9800,7.51,4,60,11459.84043913903,7,0,0.18,0.1849056603773584,0.4011290648894156,0.8822394537869257,0,0,0.03975841509433962,10.87806606028079,9.19023970026918,9.34669132432833,0,0,1,1,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,0
23.0,27600,6.0,6800,8.9,3,24,3670.118549509885,14,0,0.25,0.2463768115942029,0.3793521213590538,0.2491246617134034,0,0,0.1341521739130435,10.225607282932941,8.824824939175638,8.208251676494855,0,0,1,1,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,0
22.0,53000,7.0,2250,10.62,3,60,11034.30352741906,6,2,0.04,0.0424528301886792,0.2506472363663973,0.785137946755407,1,0,0.009392264150943396,10.87806606028079,7.719129840906732,9.30885482419557,0,1,2,2,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0
22.0,27800,3.0,6800,8.49,3,12,6049.92827168664,10,1,0.24,0.2446043165467626,0.4622276356721813,0.1953398672712525,1,1,0.2653712230215827,10.2328272702548,8.824824939175638,8.707966972591832,0,0,1,2,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,0
24.0,53000,8.0,3350,6.76,2,36,6186.901089482971,6,0,0.06,0.0632075471698113,0.1799415299902447,0.4245557674751077,0,0,0.022493459119496857,10.87806606028079,8.11701408773731,8.730351227318758,0,0,1,1,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,0
25.0,28800,8.0,6800,9.63,3,36,3287.556685041116,14,2,0.24,0.2361111111111111,0.3502623848972609,0.8818319000788969,1,0,0.08628287037037037,10.268165387743457,8.824824939175638,8.0982040499476,0,1,2,1,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True,False,0
22.0,29120,1.0,6800,10.59,2,60,4125.593222916407,12,1,0.23,0.2335164835164835,0.3751920749627886,0.2032625138582556,1,0,0.05164917582417584,10.279214842380336,8.824824939175638,8.325207460057436,0,0,2,2,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,0
22.0,53000,6.0,10000,17.39,3,36,13407.75176294162,1,0,0.19,0.1886792452830188,0.4416556936404079,0.867356499249596,0,0,0.07383018867924528,10.87806606028079,9.210440366976517,9.503662889388586,0,0,5,2,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,0
24.0,30500,2.0,6800,21.74,3,60,5257.544932772661,6,1,0.22,0.2229508196721311,0.39532934205812,0.3606509562633024,1,0,0.054284065573770496,10.32551474894327,8.824824939175638,8.56760963871252,1,1,6,1,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,1
22.0,37000,6.0,6800,7.14,2,60,4074.394651842233,9,0,0.18,0.1837837837837838,0.2939025581578982,0.755252341944873,0,0,0.03938118918918918,10.518700218288165,8.824824939175638,8.312722868063437,0,1,1,2,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,0
22.0,53000,7.0,2500,7.4,3,60,2791.664862987606,6,0,0.05,0.0471698113207547,0.0998427332639171,0.3963806522086715,0,0,0.010132075471698112,10.87806606028079,7.824445930877619,7.934751566976024,0,0,1,1,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,0
25.0,53000,2.0,10750,11.14,2,36,10253.05629520172,8,1,0.2,0.2028301886792453,0.3962840810415418,0.5949453938527329,1,0,0.07514182389937106,10.87806606028079,9.282754052485227,9.23542864240091,0,1,2,1,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,0
25.0,53000,10.0,16000,12.53,2,12,7992.104904995639,15,0,0.3,0.3018867924528302,0.4526812246225592,0.4819022235361427,0,0,0.33971320754716977,10.87806606028079,9.680406499268875,8.986334562148379,0,1,2,2,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,0
22.0,31500,1.0,6800,14.11,2,12,5753.238864326334,9,1,0.22,0.2158730158730158,0.3985155195024232,0.5348153144738738,1,0,0.24633269841269842,10.357774570341576,8.824824939175638,8.657692055993405,0,1,4,1,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,1
24.0,38112,2.0,6800,7.68,3,36,7308.244578870494,15,1,0.18,0.1784214945424013,0.3701785416370302,0.692710399263671,1,0,0.06404142177441925,10.548310710265884,8.824824939175638,8.896895206620007,0,1,1,1,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,0
24.0,53000,0.0,7200,14.42,3,12,13036.35783641937,8,0,0.14,0.1358490566037735,0.3818180723852712,0.6484769525134164,0,0,0.15543849056603776,10.87806606028079,8.881975184248867,9.475574195043967,0,1,4,1,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,0
22.0,41196,6.0,6800,11.59,2,12,8879.657753895768,4,0,0.17,0.1650645693756675,0.3806111698683311,0.6272292555902826,1,0,0.18419555296630738,10.626120717152457,8.824824939175638,9.091630904627724,1,0,3,1,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,0
21.0,45000,1.0,6800,5.79,3,36,10425.22855759232,11,0,0.15,0.1511111111111111,0.382782856835385,0.606971941954128,0,0,0.053286814814814815,10.714439990727769,8.824824939175638,9.252079886974622,0,1,1,3,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,0
24.0,53000,1.0,6400,13.67,2,60,14689.53345151993,5,0,0.12,0.120754716981132,0.397915725500376,0.1593384697175703,0,0,0.027452377358490564,10.87806606028079,8.764209507142004,9.59495858243098,0,0,4,2,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0
23.0,46000,2.0,6800,15.65,4,60,5197.393886334567,12,0,0.15,0.1478260869565217,0.2608129105724905,0.2031123583467965,1,0,0.03419217391304348,10.736418414365376,8.824824939175638,8.556104988847386,1,1,4,1,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,1
23.0,46852,3.0,6800,10.65,2,60,10800.64955668581,5,2,0.15,0.1451378809869375,0.3756648500957443,0.8912911362983607,1,0,0.03211901306240929,10.754770319768017,8.824824939175638,9.287454138179411,0,1,2,1,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,1
22.0,53000,0.0,4000,10.39,2,36,9617.704331112089,9,0,0.08,0.0754716981132075,0.2569378175681526,0.0741892338707699,0,0,0.02777106918238994,10.87806606028079,8.294299608857235,9.171464849673342,0,0,2,3,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0
26.0,53000,4.0,6800,9.91,4,24,4798.246820116116,8,0,0.13,0.1283018867924528,0.2188348456625682,0.7769605787911278,0,0,0.07050830188679245,10.87806606028079,8.824824939175638,8.476214272108123,0,1,2,3,False,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False,0
21.0,53000,0.0,12000,13.24,2,60,7049.515175266319,7,0,0.23,0.2264150943396226,0.3594248146276664,0.9236828608987324,0,0,0.051278490566037734,10.87806606028079,9.392745258631441,8.860855967642363,0,0,4,2,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0
24.0,53004,6.0,21000,10.65,4,24,15272.99355424683,1,0,0.4,0.3961965134706814,0.6843444561589094,0.3810518385948185,0,0,0.2191957210776545,10.878141527707198,9.952325334619427,9.633906893440045,0,0,2,1,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,0
25.0,53004,3.0,4800,5.42,2,24,5253.89227190368,1,1,0.09,0.0905592030790129,0.1896817649970507,0.282567617946918,1,0,0.0477337559429477,10.878141527707198,8.476579508530941,8.566914782987444,0,0,1,3,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,0
26.0,53004,3.0,5000,10.0,4,24,4226.447585349333,8,0,0.09,0.0943325032073051,0.1740707792873997,0.27684551839226,0,0,0.05188287676401781,10.878141527707198,8.517393171418904,8.349353682197785,0,1,2,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0
24.0,54000,8.0,6800,10.59,3,60,3363.836435443093,13,1,0.13,0.1259259259259259,0.1882191932489461,0.7009836326671992,1,0,0.027852296296296302,10.896757843893464,8.824824939175638,8.121134633302521,0,1,2,2,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,0
23.0,53004,7.0,10000,5.79,3,60,9690.660300512292,11,1,0.19,0.1886650064146102,0.3714938551904062,0.7371958586691572,1,0,0.03991774205720323,10.878141527707198,9.210440366976517,9.179021031849645,0,0,1,1,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,0
24.0,53004,1.0,2400,10.36,2,36,6997.781379993981,8,0,0.05,0.0452796015395064,0.1773032484339669,0.7188900027862558,0,0,0.016656856086333105,10.878141527707198,7.783640596221253,8.853491324309987,0,1,2,1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0
25.0,53004,9.0,2000,10.75,4,36,15543.72567461062,11,0,0.04,0.037733001282922,0.3309887116936575,0.6119992904170982,0,0,0.013929766306945387,10.878141527707198,7.601402334583733,9.651476675158667,0,1,2,3,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,0
23.0,48000,0.0,6800,6.54,4,24,6351.103067271291,6,0,0.14,0.1416666666666666,0.2739813139014852,0.8307498399005018,0,0,0.07546583333333332,10.778977123006351,8.824824939175638,8.75654122875114,0,0,1,1,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,1
22.0,53004,6.0,1500,13.79,2,36,9023.321688798826,6,0,0.03,0.0282997509621915,0.1985382553920237,0.2564665863126391,0,0,0.010734095539959247,10.878141527707198,7.313886831633462,9.107678621240629,0,1,3,1,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,0
23.0,55000,1.0,6800,11.49,2,24,6614.684457536325,2,0,0.12,0.1236363636363636,0.2439033537733877,0.6206353633133356,0,0,0.0689210909090909,10.915106645867503,8.824824939175638,8.797198541723384,0,1,2,1,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,0
22.0,55000,2.0,6800,11.99,2,12,2851.218813151104,13,1,0.12,0.1236363636363636,0.1754767056936564,0.8632194693920234,1,0,0.13846036363636366,10.915106645867503,8.824824939175638,7.9558525012949035,0,1,2,2,False,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False,0
24.0,60000,0.0,6800,7.51,2,60,11857.95269393575,10,0,0.11,0.1133333333333333,0.3109658782322624,0.2177740414097853,0,0,0.024368933333333332,11.002116507732017,8.824824939175638,9.38083836291356,0,1,1,1,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,0
22.0,65700,7.0,6800,10.37,3,24,12562.46026540152,15,0,0.1,0.1035007610350076,0.294710201908699,0.7611193271649342,0,0,0.057116894977168944,11.092869425057021,8.824824939175638,9.438547900917055,0,0,2,3,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,0
26.0,53100,10.0,13000,7.9,3,36,9838.24280468778,11,0,0.24,0.2448210922787194,0.4300987345515589,0.7970376878033658,0,0,0.08805398618957942,10.879951039444416,9.472781556562168,9.194134036342327,0,0,1,1,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,0
25.0,68004,8.0,6800,8.49,4,36,14337.76744524837,14,0,0.1,0.0999941179930592,0.310831237063237,0.7412786910306493,0,0,0.03616120620355665,11.127336510866854,8.824824939175638,9.570722158245308,0,0,1,2,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0
22.0,53124,4.0,6500,13.61,3,60,13899.56552282165,8,0,0.12,0.1223552443340109,0.383999049823463,0.5818228674463685,0,0,0.02780155861757398,10.880402906226719,8.77971129020447,9.53968480338625,0,0,3,3,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0
23.0,47148,3.0,25000,7.49,3,60,4276.45867742808,13,0,0.53,0.5302451853737168,0.6209480503399525,0.7906451821062341,0,0,0.11399210995164163,10.76106807892895,10.12667110305036,8.361114345270376,0,1,1,1,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,1
26.0,53155,10.0,4000,6.76,3,60,3290.544400401046,13,1,0.08,0.0752516226131125,0.1371563239657802,0.4856719706026803,1,0,0.016067726460351806,10.880986265451398,8.294299608857235,8.09911215622939,0,1,1,2,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,0
23.0,53160,4.0,7000,7.49,3,60,5223.224111498806,10,0,0.13,0.1316779533483822,0.2299327334743944,0.8852466168372112,0,0,0.028308126410835216,10.881080323786447,8.853808274977197,8.56106157039955,0,1,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0
24.0,53184,8.0,13500,10.99,4,36,11933.37037337472,13,0,0.25,0.2538357400722021,0.478214695648592,0.3888305738048889,0,0,0.09391076263537906,10.881531680685764,9.510519035757246,9.387177782741617,0,0,2,3,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,0
25.0,70000,5.0,6800,5.42,2,24,19599.13559350336,12,2,0.1,0.0971428571428571,0.3771305084786193,0.9496710906378762,1,0,0.051204,11.156264806643742,8.824824939175638,9.883291763230565,0,0,1,2,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,0
22.0,77182,6.0,6800,13.22,3,60,10829.35647886556,4,0,0.09,0.0881034438081418,0.2284127967513871,0.1230376224426373,0,0,0.01995014381591563,11.253934504509804,8.824824939175638,9.290108255322718,0,0,3,2,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,0
25.0,96050,9.0,6500,14.61,2,36,18192.05998878708,7,0,0.06,0.0676730869338886,0.2570750649535354,0.753485936478491,0,0,0.025853374978309907,11.47263457938665,8.77971129020447,9.808795481046783,0,0,4,3,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,1
23.0,25000,4.0,6475,9.91,3,60,4053.275452745069,2,1,0.26,0.259,0.4211310181098027,0.8605042881060984,1,1,0.05693337999999999,10.12667110305036,8.775858314797526,8.307527270620122,0,0,2,1,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,0
25.0,53000,1.0,6475,10.59,4,60,15097.20003388086,10,2,0.12,0.1221698113207547,0.4070226421486955,0.2241965179897917,1,1,0.02702151886792453,10.87806606028079,8.775858314797526,9.622330812643519,0,1,2,2,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,0
23.0,80000,4.0,6475,6.99,3,36,8791.807645168,9,0,0.08,0.0809375,0.1908350955646,0.7605435993853887,0,0,0.02886501041666667,11.289794413577894,8.775858314797526,9.081689353234797,0,0,1,2,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,1
26.0,47360,10.0,6000,14.61,3,60,6572.04825099094,13,1,0.13,0.1266891891891892,0.2654570998942344,0.9145450306814602,1,0,0.029039695945945947,10.765554384199836,8.699681400989514,8.790732969023328,1,0,4,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,1
22.0,29361,4.0,6450,10.99,3,36,6005.368299217204,6,0,0.22,0.2196791662409318,0.4242147167745377,0.086193560696373,0,1,0.0812739688702701,10.287456600299405,8.771990436532242,8.700575568544153,0,1,2,4,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,1
26.0,53400,3.0,13600,10.99,4,24,8097.848607851779,11,1,0.25,0.2546816479400749,0.4063267529560258,0.2408620965152931,1,0,0.14133558052434458,10.885584751364705,9.517898598432753,8.99947718337787,0,1,2,1,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,False,0
25.0,31000,1.0,6450,14.42,3,24,5145.294175626882,4,1,0.21,0.2080645161290322,0.3740417476008671,0.0909657601617807,1,0,0.11903370967741936,10.34177474101152,8.771990436532242,8.546032157089416,1,0,4,2,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,1
25.0,53481,4.0,15000,6.03,3,36,11938.49784161608,6,0,0.28,0.280473439165311,0.5037022090390247,0.7361775832061855,0,0,0.09912866251565977,10.88710042767444,9.61587214452889,9.387607329246107,0,1,1,2,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,0
24.0,70000,0.0,6425,13.72,2,24,11634.8154839745,14,3,0.09,0.0917857142857142,0.2579973640567786,0.4827909385809611,1,0,0.05218935714285715,11.156264806643742,8.768107539675803,9.36184316214788,0,1,3,2,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,0
23.0,53500,4.0,2000,9.62,4,24,3985.828701280174,8,1,0.04,0.0373831775700934,0.1118846486220593,0.7399011663162317,1,0,0.02048971962616823,10.887455624298198,7.601402334583733,8.290751382144386,0,0,2,1,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,0
21.0,20000,4.0,6400,10.99,3,36,4004.730247710158,11,0,0.32,0.32,0.5202365123855079,0.3000259236131297,0,1,0.11838933333333333,9.90353755128617,8.764209507142004,8.295481176891661,0,0,2,1,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,1
22.0,24000,3.0,6400,13.48,3,36,4420.764414241256,13,1,0.27,0.2666666666666666,0.450865183926719,0.5109368316427647,1,1,0.10087111111111112,10.085850775128717,8.764209507142004,8.394294084159482,1,1,3,1,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,0
21.0,24000,0.0,6400,10.95,3,36,1431.723865638002,12,0,0.27,0.2666666666666666,0.3263218277349167,0.2747777807940882,0,0,0.09862222222222221,10.085850775128717,8.764209507142004,7.26733271256613,0,1,2,4,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,0
23.0,25000,0.0,6400,12.84,3,36,3572.666518020698,14,0,0.26,0.256,0.3989066607208279,0.5836369556396208,0,0,0.09629013333333333,10.12667110305036,8.764209507142004,8.181347383593325,0,1,3,3,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,0
24.0,26400,2.0,6400,10.37,3,36,4848.887866008495,3,0,0.24,0.2424242424242424,0.4260942373488066,0.6767987481217347,0,1,0.08918787878787877,10.181157167204903,8.764209507142004,8.486710863253629,0,1,2,2,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,0
24.0,28000,3.0,6400,14.75,2,36,4837.841668029149,11,0,0.23,0.2285714285714285,0.4013514881438981,0.9229089728707346,0,1,0.08742857142857142,10.239995502805316,8.764209507142004,8.484430646280565,0,0,5,1,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,0
