client_ID,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,gender,marital_status,education_level,country,state,city,city_latitude,city_longitude,employment_type,loan_term_months,loan_to_income_ratio,other_debt,debt_to_income_ratio,open_accounts,credit_utilization_ratio,past_delinquencies
CUST_08926,24.0,48000,RENT,4.0,DEBTCONSOLIDATION,A,8000,7.51,0,0.17,N,4,Female,Married,Bachelor,Canada,Quebec,Montreal,45.5017,-73.5673,Full-time,60,0.1666666666666666,6141.494022626169,0.2946144588047118,8,0.149090618276328,0
CUST_08927,25.0,48000,RENT,4.0,EDUCATION,C,8000,14.35,0,0.17,N,2,Female,Married,Bachelor,Canada,Ontario,Toronto,43.6532,-79.3832,Full-time,36,0.1666666666666666,3542.127157146428,0.2404609824405505,7,0.1090838547868963,0
CUST_08928,23.0,42000,RENT,3.0,HOMEIMPROVEMENT,D,8000,15.58,1,0.19,N,2,Female,Single,Bachelor,USA,New York,Buffalo,42.8864,-78.8784,Full-time,24,0.1904761904761904,6005.921369103442,0.3334743183119867,13,0.2231689051019482,0
CUST_08929,25.0,60000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,5500,10.74,0,0.09,N,2,Female,Single,Bachelor,UK,Wales,Swansea,51.6214,-3.9436,Self-employed,36,0.0916666666666666,6430.919295973344,0.198848654932889,11,0.7300492500335085,0
CUST_08930,25.0,48000,RENT,2.0,PERSONAL,C,8000,13.11,0,0.17,N,4,Female,Married,Master,Canada,Ontario,Ottawa,45.4215,-75.6972,Full-time,60,0.1666666666666666,5249.836897970641,0.2760382687077217,3,0.2716487962240972,0
CUST_08931,26.0,48000,RENT,3.0,DEBTCONSOLIDATION,B,8000,9.96,0,0.17,N,3,Female,Single,Bachelor,UK,England,Manchester,53.4808,-2.2426,Full-time,12,0.1666666666666666,13961.7741288885,0.4575369610185104,14,0.1389992641448365,0
CUST_08932,24.0,48500,RENT,5.0,MEDICAL,C,8000,15.96,0,0.16,N,3,Male,Married,Bachelor,USA,New York,Buffalo,42.8864,-78.8784,Full-time,12,0.1649484536082474,11956.97167566254,0.4114839520755163,9,0.6509451943732896,1
CUST_08933,22.0,60000,MORTGAGE,6.0,VENTURE,A,6125,6.17,0,0.1,N,3,Male,Single,Bachelor,Canada,Ontario,Ottawa,45.4215,-75.6972,Full-time,36,0.1020833333333333,10507.74312464176,0.277212385410696,12,0.2873072443058244,1
CUST_08934,26.0,48701,RENT,3.0,MEDICAL,B,8000,11.48,0,0.16,N,4,Female,Single,Bachelor,Canada,Ontario,Ottawa,45.4215,-75.6972,Full-time,24,0.1642676741750682,5693.994663242443,0.2811850816870792,13,0.4122888718790741,1
CUST_08935,25.0,49244,RENT,3.0,EDUCATION,A,8000,8.0,0,0.16,N,3,Male,Single,High School,Canada,Ontario,Toronto,43.6532,-79.3832,Full-time,24,0.1624563398586629,9728.04789162675,0.3600042216640961,14,0.1410966002825327,2
CUST_08936,24.0,49992,RENT,5.0,VENTURE,D,8000,15.95,0,0.16,Y,2,Male,Married,High School,USA,New York,New York City,40.7128,-74.006,Self-employed,60,0.1600256040966554,4429.286931189491,0.2486255187067829,5,0.6954939905897658,0
CUST_08937,21.0,44000,RENT,5.0,VENTURE,D,8000,16.29,1,0.18,N,3,Female,Married,High School,USA,California,Los Angeles,34.0522,-118.2437,Full-time,60,0.1818181818181818,9861.079694004366,0.4059336294091901,1,0.2287173531248002,0
CUST_08938,24.0,50000,RENT,8.0,PERSONAL,C,8000,15.96,0,0.16,N,3,Male,Divorced,High School,UK,Wales,Cardiff,51.4816,-3.1791,Part-time,60,0.16,6549.110481955539,0.2909822096391108,11,0.468116184349281,2
CUST_08939,24.0,50000,RENT,3.0,MEDICAL,B,8000,12.42,0,0.16,N,2,Male,Single,Master,UK,Scotland,Glasgow,55.8642,-4.2518,Full-time,60,0.16,12300.27139495712,0.4060054278991425,8,0.4557396362687902,1
CUST_08940,23.0,50000,RENT,0.0,EDUCATION,C,8000,14.27,0,0.16,N,4,Male,Single,Master,USA,California,Los Angeles,34.0522,-118.2437,Full-time,24,0.16,4494.798065596219,0.2498959613119244,2,0.149030714611529,0
CUST_08941,22.0,50000,RENT,2.0,EDUCATION,A,8000,6.62,0,0.16,N,3,Female,Single,Bachelor,USA,California,San Francisco,37.7749,-122.4194,Self-employed,12,0.16,14829.96297033754,0.4565992594067508,1,0.0522456583580103,0
CUST_08942,23.0,50000,RENT,4.0,EDUCATION,A,8000,6.62,0,0.16,N,3,Female,Divorced,High School,USA,Texas,Houston,29.7604,-95.3698,Self-employed,24,0.16,11976.97609023236,0.3995395218046472,8,0.3549115668967616,2
CUST_08943,22.0,60000,MORTGAGE,4.0,EDUCATION,A,5000,6.54,0,0.08,N,4,Male,Single,High School,USA,Texas,Houston,29.7604,-95.3698,Full-time,36,0.0833333333333333,7401.772253540094,0.2066962042256682,6,0.4401059577621292,0
CUST_08944,24.0,60000,MORTGAGE,8.0,VENTURE,B,9000,10.99,0,0.15,N,4,Female,Married,Bachelor,UK,Wales,Cardiff,51.4816,-3.1791,Full-time,24,0.15,16118.76319666178,0.4186460532776963,5,0.9406067103999748,0
CUST_08945,25.0,50000,RENT,6.0,VENTURE,A,8000,7.9,0,0.16,N,4,Female,Single,Bachelor,Canada,Ontario,Toronto,43.6532,-79.3832,Full-time,12,0.16,11400.27755906143,0.3880055511812286,1,0.6055029993631075,0
CUST_08946,23.0,44000,RENT,5.0,EDUCATION,C,8000,13.49,1,0.18,Y,2,Male,Single,High School,Canada,Ontario,Ottawa,45.4215,-75.6972,Full-time,36,0.1818181818181818,6655.993327083756,0.3330907574337217,9,0.8453798125828218,0
CUST_08947,25.0,60000,OWN,4.0,HOMEIMPROVEMENT,A,6500,6.17,0,0.11,N,3,Male,Single,Master,UK,Wales,Swansea,51.6214,-3.9436,Full-time,60,0.1083333333333333,12612.18895670544,0.3185364826117572,4,0.1390205570989179,1
CUST_08948,22.0,60000,MORTGAGE,6.0,EDUCATION,C,2000,12.61,0,0.03,Y,2,Male,Married,Master,Canada,BC,Victoria,48.4284,-123.3656,Part-time,36,0.0333333333333333,5109.367920294868,0.1184894653382477,5,0.3811023058672327,1
CUST_08949,26.0,60000,MORTGAGE,6.0,EDUCATION,A,9000,6.91,0,0.15,N,3,Female,Divorced,High School,USA,Texas,Dallas,32.7767,-96.797,Full-time,36,0.15,4248.497129582081,0.2208082854930346,13,0.4566034657874358,0
CUST_08950,23.0,50000,RENT,0.0,EDUCATION,A,8000,7.49,0,0.16,N,4,Female,Single,Bachelor,Canada,BC,Victoria,48.4284,-123.3656,Full-time,36,0.16,11834.40147341378,0.3966880294682756,11,0.7807786897734316,0
CUST_08951,24.0,50000,RENT,9.0,DEBTCONSOLIDATION,B,8000,9.99,0,0.16,N,2,Male,Single,High School,Canada,Ontario,Ottawa,45.4215,-75.6972,Part-time,60,0.16,6343.890700466423,0.2868778140093285,3,0.3481630647615638,1
CUST_08952,24.0,60000,OWN,4.0,EDUCATION,A,5000,5.79,0,0.08,N,3,Female,Single,Master,UK,Wales,Swansea,51.6214,-3.9436,Full-time,24,0.0833333333333333,7912.074157560583,0.215201235959343,2,0.9408590654275016,1
CUST_08953,23.0,60000,MORTGAGE,8.0,MEDICAL,B,10000,10.99,0,0.17,N,3,Male,Single,High School,Canada,BC,Victoria,48.4284,-123.3656,Full-time,60,0.1666666666666666,11002.8989717186,0.3500483161953099,10,0.5225818144347257,0
CUST_08954,21.0,44000,RENT,6.0,EDUCATION,D,8000,15.21,1,0.18,N,2,Female,Single,Bachelor,USA,California,Los Angeles,34.0522,-118.2437,Full-time,12,0.1818181818181818,9548.038183049444,0.3988190496147601,6,0.5239822875108642,1
CUST_08955,24.0,60000,MORTGAGE,8.0,VENTURE,B,12000,9.62,0,0.2,N,4,Male,Single,Bachelor,Canada,Quebec,Montreal,45.5017,-73.5673,Full-time,12,0.2,13034.05853137118,0.4172343088561863,7,0.6582958183212857,1
CUST_08956,21.0,60000,MORTGAGE,5.0,EDUCATION,C,8000,12.23,0,0.13,Y,3,Female,Single,Bachelor,USA,New York,New York City,40.7128,-74.006,Part-time,24,0.1333333333333333,8536.914840999754,0.2756152473499959,10,0.3916262467928559,1
CUST_08957,23.0,60000,MORTGAGE,7.0,PERSONAL,A,12000,7.49,0,0.2,N,4,Female,Single,Bachelor,UK,Scotland,Glasgow,55.8642,-4.2518,Self-employed,12,0.2,3009.460731831327,0.2501576788638555,12,0.5230055872239145,2
CUST_08958,21.0,60000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,7800,9.99,0,0.13,N,2,Female,Single,Master,Canada,Ontario,Ottawa,45.4215,-75.6972,Full-time,12,0.13,14254.92625995063,0.3675821043325105,2,0.3415124345380699,0
CUST_08959,22.0,60000,MORTGAGE,6.0,PERSONAL,A,2000,6.54,0,0.03,N,3,Male,Married,Bachelor,USA,Texas,Houston,29.7604,-95.3698,Full-time,60,0.0333333333333333,8646.639593779979,0.1774439932296663,13,0.72552137622353,0
CUST_08960,25.0,50000,RENT,4.0,DEBTCONSOLIDATION,C,8000,13.85,0,0.16,N,3,Female,Single,High School,USA,New York,Buffalo,42.8864,-78.8784,Full-time,60,0.16,12141.86333698224,0.4028372667396448,3,0.3007131973215119,1
CUST_08961,24.0,60000,MORTGAGE,2.0,MEDICAL,B,9700,8.88,0,0.16,N,3,Male,Married,Master,UK,England,London,51.5074,-0.1278,Full-time,24,0.1616666666666666,17720.45529477416,0.457007588246236,4,0.1120515499294227,1
CUST_08962,26.0,60000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,7200,13.48,0,0.12,N,4,Female,Married,PhD,UK,England,Manchester,53.4808,-2.2426,Full-time,36,0.12,3325.384629906088,0.1754230771651014,4,0.3753185385604568,1
CUST_08963,23.0,50000,RENT,0.0,VENTURE,C,8000,13.48,0,0.16,N,4,Female,Married,High School,UK,Wales,Cardiff,51.4816,-3.1791,Part-time,36,0.16,2621.124544064273,0.2124224908812854,4,0.3577832506581713,0
CUST_08964,22.0,50000,RENT,2.0,PERSONAL,B,8000,12.18,0,0.16,N,4,Female,Married,Bachelor,UK,Wales,Swansea,51.6214,-3.9436,Full-time,36,0.16,8134.176589196232,0.3226835317839246,4,0.2203295779897146,1
CUST_08965,23.0,60000,MORTGAGE,6.0,PERSONAL,B,2000,10.36,0,0.03,N,2,Male,Single,Bachelor,USA,New York,Buffalo,42.8864,-78.8784,Full-time,60,0.0333333333333333,6058.838845366931,0.1343139807561155,4,0.4210841932730577,1
CUST_08966,24.0,50000,RENT,0.0,EDUCATION,A,8000,7.74,0,0.16,N,4,Female,Single,Bachelor,USA,Texas,Houston,29.7604,-95.3698,Full-time,24,0.16,3171.976990211647,0.2234395398042329,8,0.4064506430259973,1
CUST_08967,23.0,60000,MORTGAGE,6.0,EDUCATION,A,7000,6.54,0,0.12,N,3,Female,Married,Bachelor,Canada,BC,Victoria,48.4284,-123.3656,Full-time,36,0.1166666666666666,16024.69610137451,0.3837449350229084,1,0.2303014783332976,2
CUST_08968,22.0,50000,RENT,2.0,PERSONAL,C,8000,13.16,0,0.16,Y,2,Male,Married,High School,UK,Scotland,Edinburgh,55.9533,-3.1883,Self-employed,36,0.16,4603.281628386847,0.2520656325677369,12,0.2273290250243053,0
CUST_08969,25.0,44000,RENT,1.0,MEDICAL,D,8000,12.92,1,0.18,N,4,Male,Single,High School,USA,New York,Buffalo,42.8864,-78.8784,Part-time,36,0.1818181818181818,13093.36694590046,0.4793947033159197,14,0.8951176067492035,0
CUST_08970,21.0,60000,MORTGAGE,5.0,PERSONAL,A,6000,6.91,0,0.1,N,4,Male,Married,Bachelor,USA,Texas,Houston,29.7604,-95.3698,Part-time,24,0.1,3626.108696458895,0.1604351449409815,3,0.0605966600783279,0
CUST_08971,23.0,60000,MORTGAGE,4.0,PERSONAL,A,20000,6.54,0,0.33,N,3,Female,Married,High School,USA,Texas,Dallas,32.7767,-96.797,Full-time,36,0.3333333333333333,14905.68813045307,0.5817614688408845,10,0.8026718554687605,0
CUST_08972,25.0,60000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,8000,5.79,0,0.13,N,2,Male,Single,Bachelor,UK,Wales,Cardiff,51.4816,-3.1791,Self-employed,60,0.1333333333333333,13000.30338698084,0.3500050564496806,9,0.3086654403221007,0
CUST_08973,23.0,60000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,7200,7.49,0,0.12,N,4,Male,Married,High School,USA,Texas,Houston,29.7604,-95.3698,Full-time,60,0.12,15794.20234735706,0.3832367057892842,7,0.7288242166324997,0
CUST_08974,23.0,50004,RENT,5.0,MEDICAL,C,8000,12.73,0,0.16,N,4,Female,Single,Master,Canada,BC,Victoria,48.4284,-123.3656,Full-time,36,0.159987201023918,5514.225953138327,0.270262898030924,6,0.4814546661896948,0
CUST_08975,26.0,50049,RENT,5.0,DEBTCONSOLIDATION,C,8000,12.99,0,0.16,N,3,Female,Married,High School,UK,England,London,51.5074,-0.1278,Full-time,24,0.1598433535135567,3685.810422482209,0.2334873908066536,5,0.4171851243065499,1
CUST_08976,21.0,50400,RENT,4.0,VENTURE,D,8000,15.62,0,0.16,Y,2,Female,Single,Master,Canada,Quebec,Montreal,45.5017,-73.5673,Full-time,60,0.1587301587301587,4045.024053561281,0.2389885724912952,5,0.1489958324468374,1
CUST_08977,26.0,60000,MORTGAGE,4.0,EDUCATION,B,7000,9.62,0,0.12,N,3,Female,Single,Bachelor,Canada,BC,Vancouver,49.2827,-123.1207,Full-time,24,0.1166666666666666,6575.875303195618,0.2262645883865936,12,0.7153952524543452,0
CUST_08978,23.0,60000,MORTGAGE,4.0,EDUCATION,A,13000,6.91,0,0.22,N,2,Male,Divorced,Bachelor,USA,New York,New York City,40.7128,-74.006,Full-time,36,0.2166666666666666,12101.44599039932,0.4183574331733219,1,0.3248098118646124,1
CUST_08979,26.0,60000,MORTGAGE,2.0,MEDICAL,B,5000,10.99,0,0.08,N,4,Male,Single,High School,UK,England,London,51.5074,-0.1278,Full-time,36,0.0833333333333333,12174.50682821023,0.2862417804701704,3,0.7805284441084561,0
CUST_08980,25.0,60000,MORTGAGE,3.0,EDUCATION,B,10000,10.36,0,0.17,N,4,Female,Married,Bachelor,USA,Texas,Dallas,32.7767,-96.797,Full-time,36,0.1666666666666666,17899.61648551483,0.4649936080919138,4,0.1830069718292845,0
CUST_08981,25.0,51996,RENT,6.0,MEDICAL,B,8000,10.37,0,0.15,N,2,Female,Married,Bachelor,USA,Texas,Houston,29.7604,-95.3698,Full-time,60,0.1538579890760827,7220.289036941472,0.2927203830475704,1,0.0514560349674182,2
CUST_08982,24.0,52000,RENT,3.0,HOMEIMPROVEMENT,B,8000,10.99,0,0.15,N,4,Male,Married,High School,USA,Texas,Dallas,32.7767,-96.797,Full-time,36,0.1538461538461538,5812.414766258148,0.2656233608895798,11,0.1578887725682464,0
CUST_08983,24.0,52000,RENT,2.0,MEDICAL,A,8000,7.51,0,0.15,N,4,Female,Single,Bachelor,USA,California,San Francisco,37.7749,-122.4194,Full-time,36,0.1538461538461538,11660.1627311296,0.378080052521723,9,0.863689291784771,1
CUST_08984,26.0,52000,RENT,3.0,EDUCATION,B,8000,10.25,0,0.15,N,4,Male,Single,High School,USA,California,Los Angeles,34.0522,-118.2437,Full-time,36,0.1538461538461538,13707.72047178691,0.417456162918979,15,0.6842646982475618,0
CUST_08985,23.0,52000,RENT,5.0,DEBTCONSOLIDATION,C,8000,13.22,0,0.15,N,2,Female,Single,Master,Canada,Ontario,Ottawa,45.4215,-75.6972,Full-time,24,0.1538461538461538,5951.189710850071,0.2682921098240398,12,0.8026426580601924,1
CUST_08986,26.0,46000,RENT,3.0,PERSONAL,D,8000,14.42,1,0.17,N,2,Female,Divorced,Bachelor,Canada,BC,Victoria,48.4284,-123.3656,Full-time,60,0.1739130434782608,8501.024504381767,0.3587179240082992,10,0.6718060032549953,1
CUST_08987,22.0,60000,OWN,3.0,PERSONAL,D,8700,15.58,0,0.14,Y,4,Male,Single,Bachelor,Canada,Quebec,Quebec City,46.8139,-71.208,Full-time,60,0.145,5600.186262268227,0.2383364377044704,4,0.4298285918182729,0
CUST_08988,24.0,52000,RENT,1.0,EDUCATION,C,8000,11.78,0,0.15,N,3,Female,Divorced,Master,UK,Wales,Cardiff,51.4816,-3.1791,Part-time,60,0.1538461538461538,12087.14771422034,0.386291302196545,10,0.0501229187976019,1
CUST_08989,23.0,46000,RENT,2.0,EDUCATION,D,8000,11.86,1,0.17,N,3,Male,Married,High School,USA,Texas,Houston,29.7604,-95.3698,Full-time,36,0.1739130434782608,12279.46374298394,0.4408579074561726,2,0.4136642715197406,0
CUST_08990,25.0,60000,MORTGAGE,3.0,VENTURE,B,10000,11.49,0,0.17,N,4,Male,Single,Bachelor,USA,New York,Buffalo,42.8864,-78.8784,Part-time,36,0.1666666666666666,14795.93740984509,0.4132656234974182,2,0.7363025233995036,1
CUST_08991,24.0,60000,MORTGAGE,3.0,VENTURE,A,20000,7.88,0,0.33,N,2,Male,Single,Master,USA,Texas,Dallas,32.7767,-96.797,Full-time,36,0.3333333333333333,17808.54302143125,0.6301423836905209,15,0.1292200561896556,0
CUST_08992,25.0,60000,OWN,9.0,MEDICAL,A,16000,7.88,0,0.27,N,4,Male,Single,Bachelor,UK,Scotland,Glasgow,55.8642,-4.2518,Unemployed,60,0.2666666666666666,13921.780078574,0.4986963346429001,12,0.6975240888223465,1
CUST_08993,24.0,46500,RENT,2.0,HOMEIMPROVEMENT,C,8000,15.23,1,0.17,Y,2,Female,Married,Bachelor,UK,Scotland,Glasgow,55.8642,-4.2518,Full-time,36,0.1720430107526881,5433.364106012563,0.2888895506669368,14,0.803521437343087,0
CUST_08994,24.0,52800,RENT,1.0,MEDICAL,C,8000,12.87,0,0.15,Y,3,Male,Single,Bachelor,Canada,BC,Victoria,48.4284,-123.3656,Full-time,36,0.1515151515151515,11510.38094574673,0.3695147906391426,15,0.8795123544704818,1
CUST_08995,21.0,60000,OWN,0.0,VENTURE,D,16000,15.31,0,0.27,N,2,Male,Single,Master,USA,Texas,Houston,29.7604,-95.3698,Full-time,36,0.2666666666666666,16003.49617321657,0.5333916028869429,12,0.2612239840834055,1
CUST_08996,24.0,60000,MORTGAGE,8.0,DEBTCONSOLIDATION,C,14000,13.48,0,0.23,N,2,Female,Single,Bachelor,UK,England,Manchester,53.4808,-2.2426,Full-time,60,0.2333333333333333,16901.58587334148,0.515026431222358,1,0.2642121595576607,0
CUST_08997,25.0,53000,RENT,9.0,EDUCATION,C,8000,12.23,0,0.15,N,3,Male,Single,Bachelor,USA,California,Los Angeles,34.0522,-118.2437,Full-time,36,0.1509433962264151,15482.88411309045,0.44307328515265,3,0.7464689851465656,3
CUST_08998,23.0,53000,RENT,6.0,MEDICAL,C,8000,14.26,0,0.15,Y,4,Female,Single,Master,UK,Wales,Swansea,51.6214,-3.9436,Full-time,24,0.1509433962264151,8937.650962633887,0.319578320049696,13,0.7337713636162766,2
CUST_08999,23.0,60000,MORTGAGE,7.0,EDUCATION,A,12000,7.88,0,0.2,N,2,Male,Single,High School,Canada,BC,Victoria,48.4284,-123.3656,Full-time,60,0.2,15021.27622094025,0.4503546036823375,11,0.6239934146639383,1
CUST_09000,22.0,60000,OWN,4.0,EDUCATION,B,20000,11.12,0,0.33,N,3,Female,Married,Master,USA,New York,New York City,40.7128,-74.006,Part-time,12,0.3333333333333333,14655.94822071062,0.5775991370118436,14,0.4801250332684219,1
CUST_09001,26.0,53688,RENT,11.0,DEBTCONSOLIDATION,A,8000,5.42,0,0.15,N,4,Female,Married,Bachelor,Canada,Quebec,Quebec City,46.8139,-71.208,Full-time,36,0.1490090895544628,15250.46503117524,0.4330663282516621,12,0.6907743179932413,1
CUST_09002,23.0,54000,RENT,7.0,DEBTCONSOLIDATION,B,8000,10.99,0,0.15,N,4,Female,Single,PhD,UK,Wales,Cardiff,51.4816,-3.1791,Full-time,12,0.1481481481481481,3202.174503633378,0.2074476759932107,13,0.2908440292685283,0
CUST_09003,23.0,48000,RENT,3.0,DEBTCONSOLIDATION,D,8000,15.58,1,0.17,N,2,Female,Married,High School,Canada,Ontario,Toronto,43.6532,-79.3832,Part-time,36,0.1666666666666666,8734.483268538854,0.3486350680945594,6,0.5348371266329617,1
CUST_09004,24.0,54000,RENT,7.0,MEDICAL,A,8000,7.88,0,0.15,N,3,Female,Married,Master,Canada,Ontario,Ottawa,45.4215,-75.6972,Part-time,60,0.1481481481481481,7754.671978038637,0.2917531847784932,9,0.4701193446827285,0
CUST_09005,22.0,60000,MORTGAGE,6.0,MEDICAL,A,17500,7.88,0,0.29,N,4,Male,Single,High School,UK,England,Manchester,53.4808,-2.2426,Part-time,60,0.2916666666666667,14521.68312329451,0.5336947187215751,9,0.9432859370845808,1
CUST_09006,24.0,54000,RENT,3.0,MEDICAL,A,8000,8.07,0,0.15,N,4,Male,Married,High School,Canada,BC,Victoria,48.4284,-123.3656,Part-time,60,0.1481481481481481,15027.57126838314,0.4264365049700581,6,0.4598626239775391,0
CUST_09007,23.0,54000,MORTGAGE,5.0,DEBTCONSOLIDATION,E,10000,16.45,1,0.19,N,3,Female,Single,High School,Canada,Ontario,Toronto,43.6532,-79.3832,Full-time,60,0.1851851851851851,2761.384158946583,0.2363219288693811,15,0.9393973295694849,0
CUST_09008,23.0,54500,RENT,2.0,DEBTCONSOLIDATION,A,8000,7.49,0,0.15,N,2,Male,Single,Bachelor,USA,California,San Francisco,37.7749,-122.4194,Full-time,60,0.146788990825688,14048.30934245632,0.4045561347239692,6,0.1400931691966568,0
CUST_09009,22.0,54600,RENT,6.0,DEBTCONSOLIDATION,A,8000,7.51,0,0.15,N,2,Female,Single,Bachelor,USA,Texas,Houston,29.7604,-95.3698,Full-time,36,0.1465201465201465,12817.84487415731,0.3812792101494013,10,0.2891934641285491,0
CUST_09010,26.0,54600,RENT,4.0,HOMEIMPROVEMENT,C,8000,13.8,0,0.15,Y,4,Male,Married,High School,USA,New York,New York City,40.7128,-74.006,Self-employed,36,0.1465201465201465,16017.74980609271,0.4398855275841155,15,0.1077156271595191,1
CUST_09011,22.0,48996,RENT,0.0,PERSONAL,D,8000,14.96,1,0.16,Y,2,Female,Married,High School,USA,New York,Buffalo,42.8864,-78.8784,Part-time,60,0.1632786349906115,14351.91675945015,0.456198807238349,13,0.2716257665270586,1
CUST_09012,23.0,60000,MORTGAGE,5.0,PERSONAL,D,15000,15.21,0,0.25,Y,3,Male,Single,Master,UK,Wales,Swansea,51.6214,-3.9436,Full-time,60,0.25,17393.35356446665,0.5398892260744441,4,0.4371656441121362,1
CUST_09013,23.0,54000,MORTGAGE,2.0,MEDICAL,D,7500,15.58,1,0.14,N,2,Female,Single,Bachelor,USA,California,Los Angeles,34.0522,-118.2437,Unemployed,60,0.1388888888888889,11572.36037168565,0.3531918587349194,12,0.182637562444364,2
CUST_09014,23.0,55000,RENT,2.0,PERSONAL,B,8000,10.65,0,0.15,N,2,Female,Divorced,Bachelor,Canada,BC,Vancouver,49.2827,-123.1207,Part-time,12,0.1454545454545454,11066.5942241965,0.3466653495308454,1,0.8997955903907715,0
CUST_09015,23.0,54000,MORTGAGE,5.0,EDUCATION,B,7750,10.38,1,0.14,N,4,Male,Single,Bachelor,UK,Wales,Swansea,51.6214,-3.9436,Part-time,60,0.1435185185185185,12723.9946177747,0.3791480484773092,12,0.6326939692149317,0
CUST_09016,22.0,55000,RENT,6.0,PERSONAL,B,8000,11.71,0,0.15,N,3,Female,Single,Master,UK,England,London,51.5074,-0.1278,Full-time,60,0.1454545454545454,10496.42530903791,0.3362986419825073,11,0.7808732570135801,0
CUST_09017,23.0,55000,RENT,1.0,MEDICAL,A,8000,5.42,0,0.15,N,4,Female,Married,Bachelor,UK,England,London,51.5074,-0.1278,Part-time,36,0.1454545454545454,10681.45670354139,0.339662849155298,8,0.1954324233707784,0
CUST_09018,26.0,54000,MORTGAGE,2.0,HOMEIMPROVEMENT,C,6000,13.98,1,0.11,Y,3,Male,Single,Bachelor,Canada,Quebec,Montreal,45.5017,-73.5673,Full-time,24,0.1111111111111111,5385.61892219174,0.2108447948554026,12,0.5242240571702119,1
CUST_09019,23.0,60000,OWN,1.0,VENTURE,B,2000,11.12,0,0.03,N,4,Male,Single,High School,Canada,BC,Victoria,48.4284,-123.3656,Self-employed,60,0.0333333333333333,3486.98374523144,0.0914497290871906,9,0.8803985685698443,0
CUST_09020,24.0,60000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,14000,7.51,0,0.23,N,2,Female,Single,High School,USA,California,Los Angeles,34.0522,-118.2437,Full-time,60,0.2333333333333333,17809.4278499086,0.53015713083181,10,0.5017233634462398,0
CUST_09021,22.0,60000,OWN,6.0,EDUCATION,B,5900,11.12,0,0.1,N,2,Male,Single,Bachelor,Canada,Ontario,Toronto,43.6532,-79.3832,Full-time,60,0.0983333333333333,8726.92271694717,0.2437820452824528,9,0.6847770737732901,2
CUST_09022,24.0,55000,RENT,8.0,HOMEIMPROVEMENT,C,8000,13.8,0,0.15,Y,2,Female,Single,High School,UK,England,London,51.5074,-0.1278,Self-employed,36,0.1454545454545454,12604.41999786957,0.3746258181430832,11,0.0734339155741205,0
CUST_09023,23.0,55000,RENT,4.0,EDUCATION,B,8000,9.25,0,0.15,N,2,Male,Single,Bachelor,USA,Texas,Houston,29.7604,-95.3698,Unemployed,12,0.1454545454545454,16019.28597245513,0.436714290408275,1,0.7799987425828865,1
CUST_09024,25.0,60000,MORTGAGE,3.0,VENTURE,A,7000,7.49,0,0.12,N,3,Female,Divorced,High School,UK,Scotland,Edinburgh,55.9533,-3.1883,Full-time,60,0.1166666666666666,3991.677931725551,0.1831946321954258,2,0.4805569435153706,0
CUST_09025,22.0,60000,MORTGAGE,7.0,VENTURE,C,7000,13.61,0,0.12,Y,3,Female,Single,Bachelor,USA,New York,New York City,40.7128,-74.006,Full-time,36,0.1166666666666666,4806.343057259499,0.1967723842876583,15,0.1631016689721222,0
CUST_09026,24.0,60000,MORTGAGE,6.0,PERSONAL,C,2400,13.61,0,0.04,Y,4,Female,Married,Bachelor,UK,Wales,Cardiff,51.4816,-3.1791,Part-time,36,0.04,7228.628577868821,0.1604771429644803,9,0.1910096977418347,0
CUST_09027,22.0,49000,RENT,1.0,EDUCATION,A,8000,6.91,1,0.16,N,2,Male,Married,High School,Canada,Quebec,Quebec City,46.8139,-71.208,Part-time,12,0.1632653061224489,3554.64335791916,0.2358090481207991,6,0.3852533435680493,0
CUST_09028,23.0,55000,RENT,7.0,VENTURE,C,8000,13.11,0,0.15,N,3,Male,Married,Master,UK,Scotland,Glasgow,55.8642,-4.2518,Part-time,36,0.1454545454545454,6245.339920069749,0.2590061803649045,4,0.7837540279210181,0
CUST_09029,22.0,60000,MORTGAGE,4.0,EDUCATION,A,8000,7.14,0,0.13,N,2,Female,Single,High School,USA,California,San Francisco,37.7749,-122.4194,Full-time,60,0.1333333333333333,11061.86053774705,0.3176976756291175,9,0.3363767284305532,0
CUST_09030,25.0,60000,OWN,9.0,MEDICAL,A,4000,6.39,0,0.07,N,4,Female,Widowed,Bachelor,Canada,BC,Victoria,48.4284,-123.3656,Full-time,36,0.0666666666666666,9010.129248230178,0.2168354874705029,4,0.7103968271302084,1
CUST_09031,24.0,60000,MORTGAGE,2.0,PERSONAL,B,2600,11.49,0,0.04,N,4,Male,Single,Master,Canada,Quebec,Montreal,45.5017,-73.5673,Part-time,60,0.0433333333333333,13403.73864669164,0.2667289774448607,14,0.3208967450882788,0
